1.944222209522358114e+01 2.197726097583591098e+01 1.788854381999831844e+01 2.507987240796890660e+01 2.200000000000000000e+01 1.876166303929371892e+01 2.012461179749810825e+01 2.565151067676131902e+01 2.505992817228333536e+01 2.278157149978903462e+01
1.920937271229854559e+01 2.167948338867880054e+01 1.769180601295413169e+01 2.489979919597746516e+01 2.224859546128698895e+01 1.868154169226940553e+01 2.009975124224177989e+01 2.617250465660480074e+01 2.549509756796392423e+01 2.260530911091462869e+01
1.822086715828859838e+01 2.076053949202669457e+01 1.688194301613413373e+01 2.379075450674063674e+01 2.167948338867880054e+01 1.774823934929884928e+01 1.923538406167134340e+01 2.491987158875422281e+01 2.457641145488901557e+01 2.240535650240807897e+01
1.886796226411320632e+01 2.123676058159530200e+01 1.726267650163206824e+01 2.431049156228643682e+01 2.186321110907544707e+01 1.830300521772312550e+01 1.923538406167134340e+01 2.586503431275512455e+01 2.525866188063017859e+01 2.269361143582043283e+01
1.944222209522358114e+01 2.242766149200580372e+01 1.802775637731994607e+01 2.527844931952907714e+01 2.249444375840398536e+01 1.878829422805593552e+01 2.022374841615668473e+01 2.647640458974745314e+01 2.545584412271571040e+01 2.310844001658268709e+01
1.900000000000000000e+01 2.144761058952721555e+01 1.711724276862369010e+01 2.463736998950983903e+01 2.195449840010014952e+01 1.805547008526778896e+01 1.910497317454279909e+01 2.535744466621193283e+01 2.447447650104083294e+01 2.220360331117451835e+01
1.931320791582796659e+01 2.167948338867880054e+01 1.752141546793523119e+01 2.459674775249768786e+01 2.156385865284782355e+01 1.805547008526778896e+01 1.967231557290600108e+01 2.543619468395380778e+01 2.521904042583698313e+01 2.313006701244075458e+01
1.873499399519519315e+01 2.172556098240043099e+01 1.737814719698276633e+01 2.461706725018234110e+01 2.215851980616033856e+01 1.860107523773827509e+01 1.931320791582796659e+01 2.521904042583698313e+01 2.459674775249768786e+01 2.224859546128698895e+01
1.957038579078092511e+01 2.195449840010014952e+01 1.780449381476485726e+01 2.511971337416094130e+01 2.179449471770336899e+01 1.873499399519519315e+01 1.997498435543817763e+01 2.529822128134703618e+01 2.475883680627989492e+01 2.330236039546208815e+01
1.870828693386970798e+01 2.063976744055029400e+01 1.708800749063506075e+01 2.406241883103193047e+01 2.140093455903269515e+01 1.783255450012700649e+01 1.941648783894759944e+01 2.527844931952907714e+01 2.412467616362963696e+01 2.224859546128698895e+01
